,precip,evap,precipHDO,precipH218O,evapH218O,tsol,decimalyear,precipd18O,tp,precip_adjust,tp_adjust
1980-04-12 12:00:00,6.296681e-08,-1.1812659e-09,5.242922e-12,1.1840916e-10,-2.1669478e-12,201.67824,1980.27868852459,-62.1877259292698,0.0054403323839999,5.4374281451340766e-08,0.0046944302302919
1980-04-13 12:00:00,1.1857678e-07,-6.48308e-10,9.712989e-12,2.2264701e-10,-1.2015508e-12,201.73961,1980.281420765028,-63.60406748820546,0.010245033792,1.0239564636216629e-07,0.0088403782983874
1980-04-14 12:00:00,2.6288274e-07,-6.5697714e-09,2.3049793e-11,4.964224e-10,-1.2057014e-11,204.6115,1980.2841530054643,-58.2587337743621,0.022713068736,2.2700943709010569e-07,0.0195989709765826
1980-04-15 12:00:00,7.181131e-08,-3.2005916e-09,6.2354115e-12,1.3549652e-10,-5.882866e-12,203.70703,1980.2868852459017,-59.02605989805666,0.006204497184,6.20118500735464e-08,0.0053538234593887
1980-04-16 12:00:00,4.295111e-08,-3.60063e-08,3.1591637e-12,7.986922e-11,-6.665545e-11,209.53069,1980.2896174863388,-72.64214424509458,0.003710975904,3.7089948558415086e-08,0.0032021788813598
1980-04-17 12:00:00,7.9864954e-08,-8.588071e-08,6.5295573e-12,1.4980767e-10,-1.6000157e-10,217.67119,1980.292349726776,-64.55101613369916,0.0069003320256,6.896648388086331e-08,0.0059542551766316
1980-04-18 12:00:00,5.2770434e-07,-1.2294181e-07,5.482371e-11,1.0118479e-09,-2.3154482e-10,222.20923,1980.295081967213,-43.76007423618657,0.045593654976,4.5569315495344324e-07,0.0393424918040519
1980-04-19 12:00:00,6.966396e-08,-5.6606996e-08,6.1294646e-12,1.3165632e-10,-1.060435e-10,213.53125,1980.2978142076504,-57.51193833416514,0.0060189661439999,6.015753010284218e-08,0.0051937298361763
1980-04-20 12:00:00,6.089247e-08,-1.6387208e-08,5.9543516e-12,1.16255366e-10,-3.0582193e-11,208.27219,1980.3005464480875,-47.8799275454859,0.005261109408,5.2583008445994377e-08,0.0045397797977243
1980-04-21 12:00:00,1.9109254e-07,-2.2951976e-08,1.7813195e-11,3.6310327e-10,-4.2826517e-11,207.45789,1980.3032786885249,-52.39197273019648,0.016510395456,1.650158163199246e-07,0.0142467213530316
1980-04-22 12:00:00,3.0866843e-08,-2.7854158e-08,2.4678191e-12,5.785293e-11,-5.1896536e-11,208.72426,1980.306010928961,-65.2930969710673,0.0026668952352,2.6654715536587413e-08,0.0023012479255797
1980-04-23 12:00:00,7.4744645e-07,-2.9912858e-08,6.831649e-11,1.4173304e-09,-5.557092e-11,210.30324,1980.308743169399,-54.3436942759541,0.0645793732799999,6.45448985618066e-07,0.0557251544171357
1980-04-24 12:00:00,1.8380667e-06,-2.4787411e-08,1.8380505e-10,3.514341e-09,-4.6129073e-11,211.60002,1980.311475409836,-46.4906935267139,0.15880896288,1.5872418512568309e-06,0.1370353029123294
1980-04-25 12:00:00,3.2026976e-06,-3.782898e-09,2.9304045e-10,6.0727703e-09,-7.0595084e-12,209.2207,1980.3142076502727,-54.387457203419984,0.27671307264,2.76565353566321e-06,0.2387740530594404
1980-04-26 12:00:00,8.1450594e-07,-3.3273717e-10,6.987287e-11,1.5358541e-09,-6.163856e-13,200.99672,1980.3169398907105,-59.631637069738744,0.070373313216,7.033574549091636e-07,0.0607247104861818
1980-04-27 12:00:00,9.114223e-08,-2.8234567e-10,7.13071e-12,1.705917e-10,-5.1194666e-13,195.70047,1980.319672131148,-66.5725877600992,0.007874688672,7.870484888980135e-08,0.0067950216910818
